date,user_id,wellbeing,meditated,sleep_time,did_sport,steps,sweets,walk,gratitude
2025-01-23,e0e084c5-2308-4080-b217-90d5875fa312,4,false,7,true,27,true,false,"Cata, bei der wir übernachten können und ihre schöne Wohnung 
Neue Erfahrungen beim Hackathon, gutes Essen, sich selbst hinterfragen und besser kennenlernen, offene Menschen"
2025-01-24,e0e084c5-2308-4080-b217-90d5875fa312,6,false,8.5,false,39,true,false,"Hackathon Sieg, Leute kennenlernen, selbst noch ein paar Probleme probiert, wieder zuhause sein, Zugfahrt gut überstanden"
2025-01-25,e0e084c5-2308-4080-b217-90d5875fa312,6,true,9,true,18,true,true,"Spaziergang und der pinkelnde Ritter, Entspannungsmusik und Luca's Massage, Morgensport, Reflexionszeit, mit Luca Restaurants evaluieren, Kuscheln aufm Sofa, küssen, Geborgenheit"
2025-01-27,e0e084c5-2308-4080-b217-90d5875fa312,8,false,8.8,true,20,false,true,"Zeitplan mit Puffer, Motivation bei Theoretical Linguistics, Präsentieren und erklären lernen, fantastisches Gespräch mit Luca und brainstromen, Lecture von Havard Typ"
2025-01-26,e0e084c5-2308-4080-b217-90d5875fa312,6,true,8.5,true,13,true,false,"Lesen, Madness Modus, Luca kocht, Fantasie"
2025-01-28,e0e084c5-2308-4080-b217-90d5875fa312,8,false,7.6,true,26,false,false,"Pausen zwischendurch, Luca kuscheln, Spaß an Theoretical Linguistics, mit Oma telefonieren, über Kaffee lernen und Coxi Gespräche"
2025-01-31,e0e084c5-2308-4080-b217-90d5875fa312,8,true,8,true,16,true,true,"Frühlingswetter, Spaziergang, Sonnenstrahlen, besseres Gefühl für Stats, in Luca's Armen Lesen, Klimmzüge,"
2025-01-29,e0e084c5-2308-4080-b217-90d5875fa312,6,false,7.8,true,17,true,false,"Tee pause auf dem Sofa, lesen, alles schaffen, Essen"
2025-01-30,e0e084c5-2308-4080-b217-90d5875fa312,6,false,8.1,true,13,true,true,"Lesen, wenig Aufgaben, Sport machen, nachts rumlaufen können"
2025-02-02,e0e084c5-2308-4080-b217-90d5875fa312,10,true,7.5,true,15,true,true,"Spaziergang in der Sonne, Sven anklingeln, Akustik am Wasserfall vom botanischen Garten, auf Eisfläche schlittern, Hase der über die Straße rennt, Kaninchen, verwandte Seelen und über Reisen reden, in Gedanken reisen, mit Anne lachen und weinen, Luca"
2025-02-01,e0e084c5-2308-4080-b217-90d5875fa312,8,true,9,false,16,true,true,"Einen ähnlichen Menschen kennenlernen, Michaels Erzählungen ohne roten Faden, Bäumchen eintopfen, Gemeinsam aufm Sofa chillen, lesen, Frühlingswetter"
2025-02-03,e0e084c5-2308-4080-b217-90d5875fa312,6,true,8.5,true,14,true,true,"Sonne, Spazieren gehen, Autokennzeichennummer Suchspiel, Apfelstrudel"
2025-02-04,e0e084c5-2308-4080-b217-90d5875fa312,8,true,8,true,20,true,false,"Power Nap, Tee trinken und frei denken, Essen mit Hanna, zwei Klimmzüge, Motivation beim Lernen"
2025-02-05,e0e084c5-2308-4080-b217-90d5875fa312,6,true,8,true,25,true,false,"Bad putzen, Lesen, Spaß bei der Lecture, Haushalt schaffen, Luca"
2025-02-06,e0e084c5-2308-4080-b217-90d5875fa312,8,true,8.8,true,40,true,true,"Cooler Couchsurfing Gast, reden über Sprache, Luca und unser Alltag, Pflanzen umtopfen, Racho und Lok wiedersehen, nichts tun Pause"
2025-02-08,e0e084c5-2308-4080-b217-90d5875fa312,6,null,7.8,null,19,null,null,"Stracciatella Joghurt, müder süßer Luca, Power Nap, mein neuer Schreibtisch, basteln und Lecture gucken, raus gehen"
2025-02-07,e0e084c5-2308-4080-b217-90d5875fa312,6,false,8.8,true,36,false,false,"Couchsurfer, Air Hockey mit Lok und einer fünf Cent Münze, Schnurtelefon, Deep Learning mit Tom und viele Leute haben, die man kennt und mag, neuer Schreibtisch"
2025-02-09,e0e084c5-2308-4080-b217-90d5875fa312,6,false,9,true,11,false,true,"Study hard, Rubbenbruchsee Spaziergang, Gehirn ausruhen, auf dem Sofa liegen, über die Natur staunen, vorlesen, Massage, Luca, Sonne, der Typ mit kleinem Hund im Arm, die tief gelegte Katze"
2025-02-10,e0e084c5-2308-4080-b217-90d5875fa312,6,false,8.8,true,20,true,true,"Klausur geschafft, mit Leuten mensen, Logic Tutorium geben: Gefühl, Sachen zu verstehen und vermittelt zu können, morgens Brot holen und Sport machen, Gespräch mit Samuel"
2025-02-11,e0e084c5-2308-4080-b217-90d5875fa312,8,false,9,true,18,true,false,"Struktur, Spaziergang zur Mensa, Luca"
2025-02-12,e0e084c5-2308-4080-b217-90d5875fa312,4,false,7.8,false,29,true,false,"Klausur geschafft, Zeitreise im Füllerladen, Füller, Gespräch mit Kjell, fürsorglicher Luca, 9 und 10 gefunden"
2025-02-13,e0e084c5-2308-4080-b217-90d5875fa312,6,false,10.8,false,34,true,false,"Spülmaschine, Luca, Stracciatella Joghurt, positive Lebenseinstellung von Youtuberin"
2025-02-14,e0e084c5-2308-4080-b217-90d5875fa312,8,true,9,true,60,true,false,"Im Zug sitzen und nachdenken können, Ohrenstöpsel, Zeit für sich haben, coole Menschen, Natur am Zauberberg"
2025-02-21,e0e084c5-2308-4080-b217-90d5875fa312,8,true,7.3,true,37,true,true,"Innere Ruhe, student body room gemeinsame Putzaktion, warmes Wetter, Spülmaschine"
2025-02-15,e0e084c5-2308-4080-b217-90d5875fa312,8,null,8.7,null,24,null,null,"Sauna, gutes Essen, Mittagspause, Gespräch über Kaffee, neue Eindrücke"
2025-02-16,e0e084c5-2308-4080-b217-90d5875fa312,8,false,8,true,57,true,false,"Pünktliche Züge, Familie wiedersehen, Vusco, vertragen mit Luca, Musik und Lesen, Sonne"
2025-02-28,e0e084c5-2308-4080-b217-90d5875fa312,8,true,8.4,true,39,true,false,"Klausur geschafft, Familie treffen, Frau mit Kind helfen, Heimat, sechs Kilo Soja abholen und in meinen Rucksack quetschen, alte Geschichten erzählen"
2025-02-17,e0e084c5-2308-4080-b217-90d5875fa312,8,false,8.3,true,22,true,true,"Auf den Baum klettern, Über die Wiese rennen, Sonnenstrahlen, stolpernde Enten im See, lesen, Sport machen, aus intrinsischer Motivation handeln, mit den Eltern aufm Sofa sitzen, Vusco aufm Schoß, Globus anschauen, rumstreunen können, das Eis"
2025-02-25,e0e084c5-2308-4080-b217-90d5875fa312,8,false,8,true,26,true,true,"Viel schaffen, Spaziergang mit Luca, Linguistics, Gespräch mit Couchsurfer"
2025-02-18,e0e084c5-2308-4080-b217-90d5875fa312,8,true,8.9,true,40,true,true,"Spaziergang am See, Enten schnattern, Eis kaputt machen, Rennen, in der Sonne Rad fahren mit Oma, mit Oma Wolle kaufen, Stricken lernen, power nap, Lesen"
2025-02-22,e0e084c5-2308-4080-b217-90d5875fa312,10,true,9.3,true,34,false,true,"Luca wiedersehen, mit Ainoa über Psycholinguistics reden, mit Imo Fachschaftsraum deep cleanen, Bücher ausm Fachschaftsraum,"
2025-02-19,e0e084c5-2308-4080-b217-90d5875fa312,6,false,8.7,true,39,true,true,"Eis fest, Spaß am Coden besonders, weil ich viel gelernt habe, Assignment abgeben"
2025-02-20,e0e084c5-2308-4080-b217-90d5875fa312,8,true,8,true,39,false,true,"Wertgeschätzt fühlen in der ML Taskforce, Schreiben und Ideen kommen lassen, offene neue Leute bei der Lesung kennenlernen, die Lesung, Lektion über Menschliche Interaktion lernen"
2025-02-23,e0e084c5-2308-4080-b217-90d5875fa312,8,false,8.5,false,19,true,true,"Luca, Zeit zum Reflektieren, warmes Wetter, Essen bei Orchideen, in der Heimat ankommen"
2025-02-27,e0e084c5-2308-4080-b217-90d5875fa312,6,true,7.4,true,32,true,true,"Ich sehe was was du nicht siehst spielen, RISE Annahme, awareness von Abwärtsspirale, Spaziergang,"
2025-02-26,e0e084c5-2308-4080-b217-90d5875fa312,8,true,9,true,55,true,true,"Spaziergang, Langeweile, auf dem Boden liegen, Kerze anzünden, viele Kennzeichen finden,"
2025-02-24,e0e084c5-2308-4080-b217-90d5875fa312,8,false,8.7,true,55,true,true,"Familienfrühstück, Zukunfts Crisis, mit Kerstin über AI sprechen, Klimmzug Challenge, Luca, Zeit mit Oma, Spaziergang mit der Familie"
2025-03-01,e0e084c5-2308-4080-b217-90d5875fa312,6,false,9.5,true,19,true,true,"Reis mit Spinat, Spaziergang"
2025-03-02,e0e084c5-2308-4080-b217-90d5875fa312,8,false,8.5,true,26,true,false,"Spiele spielen mit Luca und Jendrik, reflektieren, Hannah im Zug treffen und über verschiedene Themen reden, bei wunderschönem Wetter mit dem Rad zu Oma fahren"
2025-03-03,e0e084c5-2308-4080-b217-90d5875fa312,8,true,7.8,true,55,true,true,"Ruhe in der Klinik, Kaninchen sehen, Sonnenschein, am Wasser entlang spazieren, Memory spielen, Luca lacht"
2025-03-04,e0e084c5-2308-4080-b217-90d5875fa312,6,true,8.5,true,34,true,true,"Lustige Leute beim Blutspenden, Nadel Angst überkommen, Rachos Motivation für DnD, Rückzugsort, Sonnenschein, Luca bei Rise angenommen"
2025-03-05,e0e084c5-2308-4080-b217-90d5875fa312,8,false,8.5,true,38,true,true,"Positive Identität, slacklining, ausruhen, lesen, entspannt werden, Eis essen mit Racho, Sonne"
2025-03-06,e0e084c5-2308-4080-b217-90d5875fa312,8,false,8.7,false,29,false,false,"Bei Jessica und Rainer zu Besuch sein, leckeres Essen, über Stats lernen und Organisation lernen, Sonne und draußen sitzen"
2025-03-18,e0e084c5-2308-4080-b217-90d5875fa312,8,false,5.4,true,29,true,false,"Party people, vortex, energie, Ratschläge, Wasserball"
2025-03-12,e0e084c5-2308-4080-b217-90d5875fa312,8,true,8.5,true,10,true,true,"Gesund sein, Push-ups können, Familie ist da, fliegende Enten"
2025-03-07,e0e084c5-2308-4080-b217-90d5875fa312,8,false,7.8,true,21,false,true,"Schlafen, Tempelhofer Feld, Ruhe, Stats fertig, Gespräch mit Henrik"
2025-03-08,e0e084c5-2308-4080-b217-90d5875fa312,8,false,8,true,36,true,true,"Mit Roxi viben, im Park chillen, Musik hören und wohlfühlen, Luca anfeuern"
2025-03-13,e0e084c5-2308-4080-b217-90d5875fa312,4,false,8.3,false,20,true,false,"Wieder besser gehen, Zuspruch von Luca, Sofa, Rätseln"
2025-03-09,e0e084c5-2308-4080-b217-90d5875fa312,8,false,9.5,true,36,true,true,"Sonne, Sabich mit Jessica, anxiety aussprechen, Luca's Interesse, gut Auto fahren, Stille Abteil"
2025-03-10,e0e084c5-2308-4080-b217-90d5875fa312,2,false,6.3,true,21,true,false,"Luca bringt mich zum Lachen, Familie für mich da"
2025-03-14,e0e084c5-2308-4080-b217-90d5875fa312,8,false,7.7,false,33,true,false,"Tolle Leute treffen, offen sein, neues Erleben"
2025-03-11,e0e084c5-2308-4080-b217-90d5875fa312,6,false,10,true,6,true,true,"Ruhe, Spaziergang, Motivation Email an Okrent zu schreiben, frei haben"
2025-03-15,e0e084c5-2308-4080-b217-90d5875fa312,8,false,6.4,true,25,true,true,"Menschen, Lernen, Spaß, Selbst Beobachtung, selbst Regulierung und sich Kennenlernen, Gemeinschaft, niedrige Hierarchie"
2025-03-16,e0e084c5-2308-4080-b217-90d5875fa312,8,false,7.8,true,31,true,true,"Menschen,  essen bekommen, Spazieren gehen alleine"
2025-03-17,e0e084c5-2308-4080-b217-90d5875fa312,8,false,6.2,true,30,true,true,"Energie, mich selbst positiv überraschen, riddle session"
2025-03-19,e0e084c5-2308-4080-b217-90d5875fa312,8,true,4.7,false,11,true,false,"Menschlicher Zusammenhalt, Sonne, Gespräche"
2025-03-21,e0e084c5-2308-4080-b217-90d5875fa312,8,false,5.3,true,6,false,false,"Positiv bleiben, Autofahren mit Sophia, IK Menschen"
2025-03-22,e0e084c5-2308-4080-b217-90d5875fa312,8,false,9.3,true,30,true,true,"Draußen sein, im Café Orgakram erledigen, alleine sein"
2025-03-23,e0e084c5-2308-4080-b217-90d5875fa312,10,false,10.3,true,null,true,true,"Energie  und Motivation für so viele Projekte haben, Sonne, Nähe mit Luca, Pisa treffen, Familie, Vusco, Spaß an Mathebeweis, Essen kochen"
2025-03-24,e0e084c5-2308-4080-b217-90d5875fa312,8,false,8.3,true,0,true,true,"Blut abnehmen ohne Schmerzen, Papa zum Arzt fahren und für ihn da sein, Eltern haben, Zeit mit Oma haben, Oma eine Freude machen, Dart spielen mit Jendrik"
2025-03-25,e0e084c5-2308-4080-b217-90d5875fa312,6,false,9,true,0,true,false,"Zeit mit Oma und Opa, Bauernhof erkunden, klettern auf Heuballen, Schaf kraulen, Saft trinken"
2025-03-26,e0e084c5-2308-4080-b217-90d5875fa312,8,false,7.3,true,12,false,false,"Luca wiedersehen, Reisen mit Oma, wie sie mit den anderen Leuten im Zug interagiert, Vusco, neues Sofa, Spiele spielen, kuscheln mit Mama, Sport machen"
2025-03-27,e0e084c5-2308-4080-b217-90d5875fa312,8,true,7.8,true,44,true,true,"Natur, erste grüne Blätter, Zeit haben, Frühstück, Wandern mit Oma, Zeit verbringen mit Oma, Sofa und Stricken, drei Zimmer Wohnung"
2025-04-03,e0e084c5-2308-4080-b217-90d5875fa312,6,false,8.5,true,25,true,true,"SchloGa, Menschen, essen gehen"
2025-03-28,e0e084c5-2308-4080-b217-90d5875fa312,10,false,9.6,true,8,true,true,"Energie, botanischer Garten mit Oma und Luca, Küche putzen, Luca, im Park liegen, Kirchen angucken"
2025-03-29,e0e084c5-2308-4080-b217-90d5875fa312,8,false,6.8,true,43,true,true,"Oma, im Shocks sitzen und lernen einfach da zu sein, Spieleabend, in die Realität zurückkommen"
2025-03-30,e0e084c5-2308-4080-b217-90d5875fa312,8,false,7.9,true,16,true,true,"Ausruhen, rumliegen und warten, draußen sein, schweigen mit Luca, still kommunizieren, Regen, ohne Handy introvertierten Akku laden"
2025-03-31,e0e084c5-2308-4080-b217-90d5875fa312,8,false,7.5,true,23,true,true,"Sonne, Spaziergang um SchloGa, Tanzen, entspannt sein, Spaß am Lernen, reflektieren"
2025-04-01,e0e084c5-2308-4080-b217-90d5875fa312,6,true,8.8,true,26,false,true,"Annika, Handstände, Brot essen und Feldsalat, Oma Spaziergang"
2025-04-02,e0e084c5-2308-4080-b217-90d5875fa312,2,false,9.3,true,null,true,true,null
